Date,Event (NC=Last Trading; C=Clearing; H=Holiday; T=Tradeday),Code,HSI,MHI,HKEXHSI,HHI,HSICALLCODE,HSIPUTCODE,HSICALLPATTERN,HSIPUTPATTERN,CSI300Event,IF,IFCODE,IFCODEHELPER,CHH,HHI,MCH
2009-01-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-01-02,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,H,#N/A,#N/A,#N/A,CHHF9,HHIF9,MCHF9
2009-01-03,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-01-04,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-01-05,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,T,IF0901,901,901,CHHF9,HHIF9,MCHF9
2009-01-06,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,T,IF0901,901,901,CHHF9,HHIF9,MCHF9
2009-01-07,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,T,IF0901,901,901,CHHF9,HHIF9,MCHF9
2009-01-08,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,T,IF0901,901,901,CHHF9,HHIF9,MCHF9
2009-01-09,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,T,IF0901,901,901,CHHF9,HHIF9,MCHF9
2009-01-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-01-11,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-01-12,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,T,IF0901,901,901,CHHF9,HHIF9,MCHF9
2009-01-13,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,T,IF0901,901,901,CHHF9,HHIF9,MCHF9
2009-01-14,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,T,IF0901,901,901,CHHF9,HHIF9,MCHF9
2009-01-15,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,T,IF0901,901,901,CHHF9,HHIF9,MCHF9
2009-01-16,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,NC,IF0902,902,902,CHHF9,HHIF9,MCHF9
2009-01-17,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-01-18,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-01-19,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,C,IF0902,902,902,CHHF9,HHIF9,MCHF9
2009-01-20,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,T,IF0902,902,901,CHHF9,HHIF9,MCHF9
2009-01-21,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,T,IF0902,902,901,CHHF9,HHIF9,MCHF9
2009-01-22,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,T,IF0902,902,901,CHHF9,HHIF9,MCHF9
2009-01-23,T,F,HSIF9,MHIF9,0901,HHIF9,A9,M9,HSI<STRIKE>A9,HSI<STRIKE>M9,T,IF0902,902,901,CHHF9,HHIF9,MCHF9
2009-01-24,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-01-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-01-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-01-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-01-28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-01-29,NC,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,H,#N/A,#N/A,#N/A,CHHG9,HHIG9,MCHG9
2009-01-30,C,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,H,#N/A,#N/A,#N/A,CHHG9,HHIG9,MCHG9
2009-01-31,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-02-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-02-02,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-03,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-04,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-05,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-06,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-07,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-02-08,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-02-09,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-10,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-11,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-12,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-13,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-14,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-02-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-02-16,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-17,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-18,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-19,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0902,902,902,CHHG9,HHIG9,MCHG9
2009-02-20,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,NC,IF0903,903,903,CHHG9,HHIG9,MCHG9
2009-02-21,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-02-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-02-23,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,C,IF0903,903,903,CHHG9,HHIG9,MCHG9
2009-02-24,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0903,903,902,CHHG9,HHIG9,MCHG9
2009-02-25,T,G,HSIG9,MHIG9,0902,HHIG9,B9,N9,HSI<STRIKE>B9,HSI<STRIKE>N9,T,IF0903,903,902,CHHG9,HHIG9,MCHG9
2009-02-26,NC,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,902,CHHH9,HHIH9,MCHH9
2009-02-27,C,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,902,CHHH9,HHIH9,MCHH9
2009-02-28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-03-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-03-02,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-03,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-04,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-05,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-06,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-07,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-03-08,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-03-09,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-10,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-11,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-12,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-13,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-14,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-03-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-03-16,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-17,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-18,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-19,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0903,903,903,CHHH9,HHIH9,MCHH9
2009-03-20,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,NC,IF0904,904,904,CHHH9,HHIH9,MCHH9
2009-03-21,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-03-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-03-23,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,C,IF0904,904,904,CHHH9,HHIH9,MCHH9
2009-03-24,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0904,904,903,CHHH9,HHIH9,MCHH9
2009-03-25,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0904,904,903,CHHH9,HHIH9,MCHH9
2009-03-26,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0904,904,903,CHHH9,HHIH9,MCHH9
2009-03-27,T,H,HSIH9,MHIH9,0903,HHIH9,C9,O9,HSI<STRIKE>C9,HSI<STRIKE>O9,T,IF0904,904,903,CHHH9,HHIH9,MCHH9
2009-03-28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-03-29,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-03-30,NC,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0904,904,903,CHHJ9,HHIJ9,MCHJ9
2009-03-31,C,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0904,904,903,CHHJ9,HHIJ9,MCHJ9
2009-04-01,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0904,904,904,CHHJ9,HHIJ9,MCHJ9
2009-04-02,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0904,904,904,CHHJ9,HHIJ9,MCHJ9
2009-04-03,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0904,904,904,CHHJ9,HHIJ9,MCHJ9
2009-04-04,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-04-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-04-06,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,H,#N/A,#N/A,#N/A,CHHJ9,HHIJ9,MCHJ9
2009-04-07,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0904,904,904,CHHJ9,HHIJ9,MCHJ9
2009-04-08,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0904,904,904,CHHJ9,HHIJ9,MCHJ9
2009-04-09,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0904,904,904,CHHJ9,HHIJ9,MCHJ9
2009-04-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,T,IF0904,904,904,#N/A,#N/A,#N/A
2009-04-11,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-04-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-04-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,T,IF0904,904,904,#N/A,#N/A,#N/A
2009-04-14,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0904,904,904,CHHJ9,HHIJ9,MCHJ9
2009-04-15,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0904,904,904,CHHJ9,HHIJ9,MCHJ9
2009-04-16,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0904,904,904,CHHJ9,HHIJ9,MCHJ9
2009-04-17,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,NC,IF0905,905,905,CHHJ9,HHIJ9,MCHJ9
2009-04-18,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-04-19,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-04-20,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,C,IF0905,905,905,CHHJ9,HHIJ9,MCHJ9
2009-04-21,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0905,905,904,CHHJ9,HHIJ9,MCHJ9
2009-04-22,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0905,905,904,CHHJ9,HHIJ9,MCHJ9
2009-04-23,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0905,905,904,CHHJ9,HHIJ9,MCHJ9
2009-04-24,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0905,905,904,CHHJ9,HHIJ9,MCHJ9
2009-04-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-04-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-04-27,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0905,905,904,CHHJ9,HHIJ9,MCHJ9
2009-04-28,T,J,HSIJ9,MHIJ9,0904,HHIJ9,D9,P9,HSI<STRIKE>D9,HSI<STRIKE>P9,T,IF0905,905,904,CHHJ9,HHIJ9,MCHJ9
2009-04-29,NC,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0905,905,904,CHHK9,HHIK9,MCHK9
2009-04-30,C,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0905,905,904,CHHK9,HHIK9,MCHK9
2009-05-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-05-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-05-03,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-05-04,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0905,905,905,CHHK9,HHIK9,MCHK9
2009-05-05,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0905,905,905,CHHK9,HHIK9,MCHK9
2009-05-06,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0905,905,905,CHHK9,HHIK9,MCHK9
2009-05-07,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0905,905,905,CHHK9,HHIK9,MCHK9
2009-05-08,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0905,905,905,CHHK9,HHIK9,MCHK9
2009-05-09,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-05-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-05-11,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0905,905,905,CHHK9,HHIK9,MCHK9
2009-05-12,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0905,905,905,CHHK9,HHIK9,MCHK9
2009-05-13,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0905,905,905,CHHK9,HHIK9,MCHK9
2009-05-14,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0905,905,905,CHHK9,HHIK9,MCHK9
2009-05-15,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,NC,IF0906,906,906,CHHK9,HHIK9,MCHK9
2009-05-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-05-17,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-05-18,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,C,IF0906,906,906,CHHK9,HHIK9,MCHK9
2009-05-19,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0906,906,905,CHHK9,HHIK9,MCHK9
2009-05-20,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0906,906,905,CHHK9,HHIK9,MCHK9
2009-05-21,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0906,906,905,CHHK9,HHIK9,MCHK9
2009-05-22,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0906,906,905,CHHK9,HHIK9,MCHK9
2009-05-23,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-05-24,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-05-25,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0906,906,905,CHHK9,HHIK9,MCHK9
2009-05-26,T,K,HSIK9,MHIK9,0905,HHIK9,E9,Q9,HSI<STRIKE>E9,HSI<STRIKE>Q9,T,IF0906,906,905,CHHK9,HHIK9,MCHK9
2009-05-27,NC,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,905,CHHM9,HHIM9,MCHM9
2009-05-28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-05-29,C,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,H,#N/A,#N/A,#N/A,CHHM9,HHIM9,MCHM9
2009-05-30,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
