Date,Event (NC=Last Trading; C=Clearing; H=Holiday; T=Tradeday),Code,HSI,MHI,HKEXHSI,HHI,HSICALLCODE,HSIPUTCODE,HSICALLPATTERN,HSIPUTPATTERN,CSI300Event,IF,IFCODE,IFCODEHELPER,CHH,HHI,MCH
2014-02-10,T,G,HSIG4,MHIG4,1402,HHIG4,B4,N4,HSI<STRIKE>B4,HSI<STRIKE>N4,T,IF1402,1402,1402,CHHG4,HHIG4,MCHG4
2014-02-11,T,G,HSIG4,MHIG4,1402,HHIG4,B4,N4,HSI<STRIKE>B4,HSI<STRIKE>N4,T,IF1402,1402,1402,CHHG4,HHIG4,MCHG4
2014-02-12,T,G,HSIG4,MHIG4,1402,HHIG4,B4,N4,HSI<STRIKE>B4,HSI<STRIKE>N4,T,IF1402,1402,1402,CHHG4,HHIG4,MCHG4
2014-02-13,T,G,HSIG4,MHIG4,1402,HHIG4,B4,N4,HSI<STRIKE>B4,HSI<STRIKE>N4,T,IF1402,1402,1402,CHHG4,HHIG4,MCHG4
2014-02-14,T,G,HSIG4,MHIG4,1402,HHIG4,B4,N4,HSI<STRIKE>B4,HSI<STRIKE>N4,T,IF1402,1402,1402,CHHG4,HHIG4,MCHG4
2014-02-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-02-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-02-17,T,G,HSIG4,MHIG4,1402,HHIG4,B4,N4,HSI<STRIKE>B4,HSI<STRIKE>N4,T,IF1402,1402,1402,CHHG4,HHIG4,MCHG4
2014-02-18,T,G,HSIG4,MHIG4,1402,HHIG4,B4,N4,HSI<STRIKE>B4,HSI<STRIKE>N4,T,IF1402,1402,1402,CHHG4,HHIG4,MCHG4
2014-02-19,T,G,HSIG4,MHIG4,1402,HHIG4,B4,N4,HSI<STRIKE>B4,HSI<STRIKE>N4,T,IF1402,1402,1402,CHHG4,HHIG4,MCHG4
2014-02-20,T,G,HSIG4,MHIG4,1402,HHIG4,B4,N4,HSI<STRIKE>B4,HSI<STRIKE>N4,T,IF1402,1402,1402,CHHG4,HHIG4,MCHG4
2014-02-21,T,G,HSIG4,MHIG4,1402,HHIG4,B4,N4,HSI<STRIKE>B4,HSI<STRIKE>N4,NC,IF1403,1403,1403,CHHG4,HHIG4,MCHG4
2014-02-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-02-23,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-02-24,T,G,HSIG4,MHIG4,1402,HHIG4,B4,N4,HSI<STRIKE>B4,HSI<STRIKE>N4,C,IF1403,1403,1403,CHHG4,HHIG4,MCHG4
2014-02-25,T,G,HSIG4,MHIG4,1402,HHIG4,B4,N4,HSI<STRIKE>B4,HSI<STRIKE>N4,T,IF1403,1403,1402,CHHG4,HHIG4,MCHG4
2014-02-26,T,G,HSIG4,MHIG4,1402,HHIG4,B4,N4,HSI<STRIKE>B4,HSI<STRIKE>N4,T,IF1403,1403,1402,CHHG4,HHIG4,MCHG4
2014-02-27,NC,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1402,CHHH4,HHIH4,MCHH4
2014-02-28,C,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1402,CHHH4,HHIH4,MCHH4
2014-03-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-03-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-03-03,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-04,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-05,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-06,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-07,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-08,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-03-09,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-03-10,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-11,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-12,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-13,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-14,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-03-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-03-17,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-18,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-19,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-20,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1403,1403,1403,CHHH4,HHIH4,MCHH4
2014-03-21,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,NC,IF1404,1404,1404,CHHH4,HHIH4,MCHH4
2014-03-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-03-23,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-03-24,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,C,IF1404,1404,1404,CHHH4,HHIH4,MCHH4
2014-03-25,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1404,1404,1403,CHHH4,HHIH4,MCHH4
2014-03-26,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1404,1404,1403,CHHH4,HHIH4,MCHH4
2014-03-27,T,H,HSIH4,MHIH4,1403,HHIH4,C4,O4,HSI<STRIKE>C4,HSI<STRIKE>O4,T,IF1404,1404,1403,CHHH4,HHIH4,MCHH4
2014-03-28,NC,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1403,CHHJ4,HHIJ4,MCHJ4
2014-03-29,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-03-30,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-03-31,C,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1403,CHHJ4,HHIJ4,MCHJ4
2014-04-01,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-02,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-03,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-04,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-04-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-04-07,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,H,#N/A,#N/A,#N/A,CHHJ4,HHIJ4,MCHJ4
2014-04-08,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-09,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-10,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-11,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-04-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-04-14,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-15,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-16,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-17,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1404,1404,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-18,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NC,IF1405,1405,1405,#N/A,#N/A,#N/A
2014-04-19,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-04-20,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-04-21,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,C,IF1405,1405,1405,#N/A,#N/A,#N/A
2014-04-22,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1405,1405,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-23,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1405,1405,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-24,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1405,1405,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-25,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1405,1405,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-04-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-04-28,T,J,HSIJ4,MHIJ4,1404,HHIJ4,D4,P4,HSI<STRIKE>D4,HSI<STRIKE>P4,T,IF1405,1405,1404,CHHJ4,HHIJ4,MCHJ4
2014-04-29,NC,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1405,1405,1404,CHHK4,HHIK4,MCHK4
2014-04-30,C,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1405,1405,1404,CHHK4,HHIK4,MCHK4
2014-05-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-05-02,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,H,#N/A,#N/A,#N/A,CHHK4,HHIK4,MCHK4
2014-05-03,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-05-04,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-05-05,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1405,1405,1405,CHHK4,HHIK4,MCHK4
2014-05-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,T,IF1405,1405,1405,#N/A,#N/A,#N/A
2014-05-07,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1405,1405,1405,CHHK4,HHIK4,MCHK4
2014-05-08,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1405,1405,1405,CHHK4,HHIK4,MCHK4
2014-05-09,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1405,1405,1405,CHHK4,HHIK4,MCHK4
2014-05-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-05-11,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-05-12,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1405,1405,1405,CHHK4,HHIK4,MCHK4
2014-05-13,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1405,1405,1405,CHHK4,HHIK4,MCHK4
2014-05-14,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1405,1405,1405,CHHK4,HHIK4,MCHK4
2014-05-15,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1405,1405,1405,CHHK4,HHIK4,MCHK4
2014-05-16,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,NC,IF1406,1406,1406,CHHK4,HHIK4,MCHK4
2014-05-17,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-05-18,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-05-19,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,C,IF1406,1406,1406,CHHK4,HHIK4,MCHK4
2014-05-20,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1406,1406,1405,CHHK4,HHIK4,MCHK4
2014-05-21,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1406,1406,1405,CHHK4,HHIK4,MCHK4
2014-05-22,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1406,1406,1405,CHHK4,HHIK4,MCHK4
2014-05-23,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1406,1406,1405,CHHK4,HHIK4,MCHK4
2014-05-24,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-05-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-05-26,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1406,1406,1405,CHHK4,HHIK4,MCHK4
2014-05-27,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1406,1406,1405,CHHK4,HHIK4,MCHK4
2014-05-28,T,K,HSIK4,MHIK4,1405,HHIK4,E4,Q4,HSI<STRIKE>E4,HSI<STRIKE>Q4,T,IF1406,1406,1405,CHHK4,HHIK4,MCHK4
2014-05-29,NC,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1405,CHHM4,HHIM4,MCHM4
2014-05-30,C,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1405,CHHM4,HHIM4,MCHM4
2014-05-31,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-06-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-06-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-06-03,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1406,CHHM4,HHIM4,MCHM4
2014-06-04,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1406,CHHM4,HHIM4,MCHM4
2014-06-05,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1406,CHHM4,HHIM4,MCHM4
2014-06-06,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1406,CHHM4,HHIM4,MCHM4
2014-06-07,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-06-08,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-06-09,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1406,CHHM4,HHIM4,MCHM4
2014-06-10,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1406,CHHM4,HHIM4,MCHM4
2014-06-11,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1406,CHHM4,HHIM4,MCHM4
2014-06-12,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1406,CHHM4,HHIM4,MCHM4
2014-06-13,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1406,CHHM4,HHIM4,MCHM4
2014-06-14,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-06-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-06-16,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1406,CHHM4,HHIM4,MCHM4
2014-06-17,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1406,CHHM4,HHIM4,MCHM4
2014-06-18,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1406,CHHM4,HHIM4,MCHM4
2014-06-19,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1406,1406,1406,CHHM4,HHIM4,MCHM4
2014-06-20,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,NC,IF1407,1407,1407,CHHM4,HHIM4,MCHM4
2014-06-21,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-06-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-06-23,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,C,IF1407,1407,1407,CHHM4,HHIM4,MCHM4
2014-06-24,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1407,1407,1406,CHHM4,HHIM4,MCHM4
2014-06-25,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1407,1407,1406,CHHM4,HHIM4,MCHM4
2014-06-26,T,M,HSIM4,MHIM4,1406,HHIM4,F4,R4,HSI<STRIKE>F4,HSI<STRIKE>R4,T,IF1407,1407,1406,CHHM4,HHIM4,MCHM4
2014-06-27,NC,N,HSIN4,MHIN4,1407,HHIN4,G4,S4,HSI<STRIKE>G4,HSI<STRIKE>S4,T,IF1407,1407,1406,CHHN4,HHIN4,MCHN4
2014-06-28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-06-29,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-06-30,C,N,HSIN4,MHIN4,1407,HHIN4,G4,S4,HSI<STRIKE>G4,HSI<STRIKE>S4,T,IF1407,1407,1406,CHHN4,HHIN4,MCHN4
2014-07-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,T,IF1407,1407,1407,#N/A,#N/A,#N/A
2014-07-02,T,N,HSIN4,MHIN4,1407,HHIN4,G4,S4,HSI<STRIKE>G4,HSI<STRIKE>S4,T,IF1407,1407,1407,CHHN4,HHIN4,MCHN4
2014-07-03,T,N,HSIN4,MHIN4,1407,HHIN4,G4,S4,HSI<STRIKE>G4,HSI<STRIKE>S4,T,IF1407,1407,1407,CHHN4,HHIN4,MCHN4
2014-07-04,T,N,HSIN4,MHIN4,1407,HHIN4,G4,S4,HSI<STRIKE>G4,HSI<STRIKE>S4,T,IF1407,1407,1407,CHHN4,HHIN4,MCHN4
2014-07-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-07-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014-07-07,T,N,HSIN4,MHIN4,1407,HHIN4,G4,S4,HSI<STRIKE>G4,HSI<STRIKE>S4,T,IF1407,1407,1407,CHHN4,HHIN4,MCHN4
